raw_drug,normalized_drug,drug_id
methadose,methadose,d00050
methanamine,methenamine,d00106
methanex,methadone,d00050
methatrexate,methotrexate,d00060
methazolamid,methazolamide,d00640
methazolamide,methazolamide,d00640
methazolomide,methazolamide,d00640
methenamine,methenamine,d00106
methenamine/hiprex,methenamine hippurate,d00106
methetraxato,methotrexate,d00060
methimazole,methimazole,d00290
methinaloze,methimazole,d00290
methocarba,methocarbamol,d00965
methocarbamol,methocarbamol,d00965
methocarbanol,methocarbamol,d00965
methocarbomol,methocarbamol,d00965
methocarbumol,methocarbamol,d00965
methodone,methadone,d00050
methofexate,methotrexate,d00060
methorexate,unknown,d00060
methoteate,methotrexate,d00060
methotierate,methotrexate,d00060
methotraxate,methotrexate,d00060
methotrepate,methotrexate,d00060
methotrexat,methotrexate,d00060
methotrexate,methotrexate,d00060
methotrexate inj.,methotrexate injection,d00060
methotrexate sodium,methotrexate sodium,d00060
methotroxate,methotrexate,d00060
methrotexate,methotrexate,d00060
methyclothiazide,methyclothiazide,d00643
methyl b12 folinic nasal spray,methylcobalamin with folinic acid nasal spray,NO_DRUG_ID
methyldopa,methyldopa,d00133
methylin,methylin,d00900
methylphenidate,methylphenidate,d00900
methylprednisolone,methylprednisolone,d00293
methylprednisone,methylprednisolone,d00293
methylpredrisolone,methylprednisolone,d00293
methylprenisolone,methylprednisolone,d00293
methylsulfonylmethane (msm),unknown,s10051
methyltestosterone,methyltestosterone,d00295
methyltrexate,methotrexate,d00060
methyltreyate,methotrexate,d00060
methyphenidale,methylphenidate,d00900
methyphenidate,methylphenidate,d00900
methythexate,methotrexate,d00060
meticalsom,methocarbamol,d00965
metipranolol 0.3%,metipranolol 0.3%,NO_DRUG_ID
metizol,metronidazole,d00108
metlylpunidate,methylphenidate,d00900
metmorfin,metformin,d03807
metoclopram,unknown,d00298
metoclopramide,metoclopramide,d00298
metoclopramide hcl,metoclopramide hydrochloride,d00298
metoclorpramide,metoclopramide,d00298
metodopramide,metoclopramide,d00298
metoformin,metformin,d03807
metofrolol,metoprolol,d00134
metolazone,metolazone,d00299
metologone,metolazone,d00299
metolozone,metolazone,d00299
metomloal,metoprolol,d00134
metomolol,metoprolol,d00134
metonxpomlam,metoprolol,d00134
metoolol,metoprolol,d00134
metopiolol,metoprolol,d00134
metopolol,metoprolol,d00134
metopolol-er,metoprolol er,NO_DRUG_ID
metoprilol,metoprolol,d00134
metopriolol,metoprolol,d00134
metoprocol,metoprolol,d00134
metoprol,metoprolol,d00134
metoprold,metoprolol,d00134
metoprolel,metoprolol,d00134
metoprolo,metoprolol,d00134
metoprolo/er,metoprolol er,d00134
metoprolo1,metoprolol,d00134
metoprolol,metoprolol,d00134
metoprolol - discontinued,unknown,NO_DRUG_ID
metoprolol er,metoprolol er,d00134
metoprolol succinate,metoprolol succinate,d00134
metoprolol succinate er,unknown,d00134
metoprolol tantiate,metoprolol tartrate,d00134
metoprolol tart,metoprolol tartrate,d00134
metoprolol tartaat,unknown,d00134
metoprolol tartarte,metoprolol tartrate,d00134
metoprolol tartate,metoprolol tartrate,d00134
metoprolol tartrate,metoprolol tartrate,d00134
metoprolol tartrate 1/2 dose,metoprolol tartrate,d00134
metoprolol xl,metoprolol xl,d00134
metoprolol-er,metoprolol extended-release,NO_DRUG_ID
metoprolol/lopressor,metoprolol,d00134
metoprolol/toprol xl,metoprolol,d00134
metoprololtartrate,metoprolol tartrate,d00134
metoprolor,metoprolol,d00134
metoproltarteate,metoprolol tartrate,d00134
metoprotol,unknown,d00134
metor.,metoprolol,d00134
metormic,metformin,d03807
metorolol,metoprolol,d00134
metorpolol,metoprolol,d00134
metorprolol,metoprolol,d00134
metorrolol,metoprolol,d00134
metotrate,methotrexate,d00060
metotrexate,methotrexate,d00060
metotrote,methotrexate,d00060
metphorman,metformin,d03807
metprolol,metoprolol,d00134
metragel,metronidazole gel,d03208
metro cream,metrogel,d03208
metro gel,metrogel,d03208
metroclopramide,metoclopramide,d00298
metroclopramine,metoclopramide,d00298
metrocream,metrocream,d03208
metrogec,unknown,d03208
metrogel,metrogel,d03208
metrogel (1pct),metrogel,d03208
metrogel 0.75,metrogel 0.75%,d03208
metrogel 1,metrogel,d03208
metrogel 1%,metronidazole gel 1%,NO_DRUG_ID
metrogel cream,metrogel,d03208
metrogez,metrogel,d03208
metrolol,metoprolol,d00134
metrolor succinade,metoprolol succinate,d00134
metronidacole,metronidazole,d00108
metronidazole,metronidazole,d00108
metronidazole (cream),unknown,d03208
metronidazole (lotion),metronidazole,d00108
metronidazole (pct),metronidazole,d00108
metronidazole 0.75%,metronidazole 0.75%,NO_DRUG_ID
metronidazole cream,metronidazole cream,d03208
metronidazole cream (1 pct),metronidazole cream,NO_DRUG_ID
metronidiazole,unknown,d00108
metronodazole cream,metronidazole cream,d03208
metropndol,metoprolol,d00134
metropol,metoprolol,d00134
metropolo,metoprolol,d00134
metropolol,metoprolol,d00134
metropolol succinate,metoprolol succinate,d00134
metropralol,unknown,d00134
metropril,metoprolol,d00134
metroprol,metoprolol,d00134
metroprolal,metoprolol,d00134
metroproloc,metoprolol,d00134
metroprolol,metoprolol,d00134
metroprolol er,unknown,d00134
metroprolol succtb,metoprolol succinate,d00134
metroprololal,metoprolol,d00134
metropropalol,metoprolol,d00134
metroprotol,unknown,d00134
metropzolol,metoprolol,d00134
metrormin,metformin,d03807
metrostat,metronidazole,d00108
metrotexate,methotrexate,d00060
metrotrexate,methotrexate,d00060
mettorim,metformin,d03807
metulphenidate,methylphenidate,d00900
meurontin,neurontin,d03182
mevacor,mevacor,d00280
mevarov,mevacor,d00280
mexitil,mexitil,d00300
mexium,mexitil,d00300
meyacor,mevacor,d00280
mezlazine,meclizine,d00859
mg chloride,magnesium chloride,d03796
mg oxide,magnesium oxide,d03797
mgo2,magnesium oxide,d03797
mgoxide,magnesium oxide,d03797
mi acid,valproic acid,d00083
miacacin,miacalcin,d00598
miacalan,miacalcin,d00598
miacalan nasal spray,miacalcin nasal spray,NO_DRUG_ID
miacalccn nasalspry,miacalcin nasal spray,NO_DRUG_ID
miacalcin,miacalcin,d00598
miacalcin (nasal spray),miacalcin,d00598
miacalcin nasal,miacalcin nasal,d00598
miacalcin nasal spray,miacalcin nasal spray,d00598
miacalcin nasal spray 200 vl .,miacalcin nasal spray,d00598
miacalcin nose spray,miacalcin nasal spray,d00598
miacalcin spray,miacalcin,d00598
miacalcium,miacalcin,d00598
miacalcium spray,miacalcin nasal spray,d00598
miacalin nasal,miacalcin nasal,d00598
miacalm,miacalcin,d00598
miaclain,meclizine,d00859
micalan,micalcin,d00598
micalcin,miacalcin,d00598
micalcin nasal spray,miacalcin nasal spray,d00598
micalein,micardis,d04364
micandis,micardis,d04364
micardin hcl,micardis,d04364
micardis,micardis,d04364
micardis / hctz,unknown,d04737
micardis 80/12.5,micardis hct 80/12.5,d04737
micardis hci,micardis hct,d04737
micardis hct,micardis hct,d04737
micardis htc,micardis hct,d04737
micardis-hc,micardis hct,d04737
micards,micardis,d04364
miconazole nitrate,miconazole nitrate,d03195
micro - k,micro-k,d00345
micro k,micro-k,d00345
micro-k,micro-k,d00345
microdantin,macrodantin,d00112
microk,Unclassified,d00345
micronase,micronase,d00248
microzide,microzide,d00253
microzide cap,microzide,d00253
microzide hctz,microzide,d00253
midamor,midamor,d00169
midcardis,micardis,d04364
midocrine hcl,midodrine hcl,d04047
midodnine,midodrine,d04047
midodrin,midodrine,d04047
midodrine,midodrine,d04047
midodrine hcl,midodrine hcl,d04047
midorine-hcl,midodrine hcl,d04047
midren,unknown,d03459
midrin,midrin,d03459
midrodine,midodrine,d04047
midrodrine,midodrine,d04047
miero k,micro-k,d00345
mifedipine,nifedipine,d00051
migranal,unknown,d00211
migrazone,unknown,d03459
migrin-s,midrin,d03459
milk of mag.,milk of magnesia,d00982
milk of magnesia,milk of magnesia,d00982
milodrine,midodrine,d04047
miloxacam,meloxicam,d04532
minadex,minadex,NO_DRUG_ID
minchen surpr,unknown,NO_DRUG_ID
minerin cam,mineralocorticoid,NO_DRUG_ID
miniprep,minipress,d00138
minipress,minipress,d00138
minitran,minitran,d00321
minitran patch,minitran,d00321
minocin,minocin,d00110
minocycline,minocycline,d00110
minocyeline,minocycline,d00110
minocyline,minocycline,d00110
minoxidil,minoxidil,d00135
"minoxidil, topical",unknown,d03203
mintazapine,mirtazapine,d04025
mintran,minitran,d00321
miocalcin,miacalcin,d00598
miocardir,miocardine,NO_DRUG_ID
miocolain,midazolam,d00301
miradex,mirapex,d04145
miralax,miralax,d05350
miralax 1/2 tsp,miralax,d05350
miralax powder,miralax,d05350
mirapax,mirapex,d04145
mirape,mirapex,d04145
mirapex,mirapex,d04145
mirapex  1 2 -1 tablet,mirapex,d04145
mirapex 0.25,mirapex,d04145
mirapex 0.5,mirapex,d04145
mirapex 1.5,mirapex,d04145
mirapx,mirapex,d04145
mirazipine,mirtazapine,d04025
mircept,mirapex,d04145
mircette,mircette,d03782
mircyrex,mirapex,d04145
mirlax,miralax,d05350
mirlazapine,mirtazapine,d04025
mirolax,miralax,d05350
mirtapopingo,mirtazapine,d04025
mirtaza,mirtazapine,d04025
mirtazapane,mirtazapine,d04025
mirtazapin,mirtazapine,d04025
mirtazapine,mirtazapine,d04025
mirtazapine / remeron,mirtazapine,d04025
mirtazapone,mirtazapine,d04025
mirtazepine,mirtazapine,d04025
mirtazipine,mirtazapine,d04025
mirtazopine,mirtazapine,d04025
mirtazppine,mirtazapine,d04025
mirthzapine,mirtazapine,d04025
misolin,mysoline,d00352
misoprostol,misoprostol,d00303
misorostol,misoprostol,d00303
mistazapine,mirtazapine,d04025
mitaprolol,metoprolol,d00134
mitformin,metformin,d03807
mitipranolol,metipranolol,d00297
mitiprulol,metoprolol,d00134
mitoprolol,metoprolol,d00134
mitrazapine,mirtazapine,d04025
mittazapine,mirtazapine,d04025
mitwglycerin spray,nitroglycerin spray,d00321
mobic,mobic,d04532
mobic 7.5,mobic,d04532
mobic ra,mobic,d04532
mobin,mobic,d04532
modafanil,modafinil,d04378
modafi,modafinil,d04378
modafinil,modafinil,d04378
modefinil,modafinil,d04378
modic,modafinil,d04378
moduretic,moduretic,d03193
moexipril,moexipril,d03835
moisturizing cream,moisturizing cream,d03770
moisturizing cream oint,moisturizing cream ointment,NO_DRUG_ID
moloft,zoloft,d00880
mom,unknown,d00982
momatasone furoate,mometasone furoate,d04223
mometasone cream,mometasone cream,NO_DRUG_ID
mometasone furoate,mometasone furoate,d04223
mometasone furote,unknown,d04223
mometasone inhalation,unknown,NO_DRUG_ID
mondril,monoril,NO_DRUG_ID
monipril,monopril,d00242
monoject,unknown,d04369
monoket,monoket,d00269
mononitrate,isosorbide mononitrate,d00269
monopril,monopril,d00242
monoprol,monopril,d00242
monosect,monosect,NO_DRUG_ID
montelukast,montelukast,d04289
montelukast na,montelukast sodium,d04289
moric,mobic,d04532
mormine sulfate,morphine sulfate,d00308
morphin sulfate,morphine sulfate,d00308
morphine,morphine,d00308
morphine 0.25 to 1 ml,morphine,d00308
morphine concentrate,morphine concentrate,NO_DRUG_ID
morphine er,morphine extended-release,d00308
morphine liquid,morphine,d00308
morphine so4,morphine sulfate,d00308
morphine sulfate,morphine sulfate,d00308
morphine sulfate oral solution,morphine sulfate oral solution,NO_DRUG_ID
morvasc,norvasc,d00689
morvase,norvasc,d00689
motilium,motilium,r10004
motillium,motilium,r10004
motoprolol,metoprolol,d00134
motric,motrin,d00015
motrin,motrin,d00015
motrin pr,unknown,d00015
motrpqiocj,unknown,NO_DRUG_ID
movic,mobic,d04532
moxifloxacin,moxifloxacin,d04500
moxzile,moxifloxacin,d04500
mrtroprolol er,metoprolol er,d00134
ms contin,ms contin,d00308
ms contra,ms contin,d00308
msinopril,lisinopril,d00732
msm,methylsulfonylmethane,d05702
mso4,morphine sulfate,d00308
mtg [atcj,unknown,NO_DRUG_ID
mucines,mucinex,d00797
mucinex,mucinex,d00797
muco -fen dm,mucinex dm,d03400
mucofen dm,mucinex dm,d03400
mucomyst,mucomyst,d00762
mui,unknown,NO_DRUG_ID
multi,multivitamin,d03140
multi vitamin,multivitamin,d03140
multivit,multivitamin,d03140
multivitamin,multivitamin,d03140
multivitamins,multivitamins,d03145
multizyme,multizyme,NO_DRUG_ID
munantin,memantine,d04899
mupirocin,mupirocin,d01267
mural 128 eyedrops,maxitrol eye drops,d03898
muro 128,muro 128,d03898
muro ointment,mupirocin ointment,NO_DRUG_ID
muro ophthalmic,muro 128,d03898
muro-sodium chloride,muro 128,d03898
murtazapine,mirtazapine,d04025
muscle relaxant,muscle relaxant,NO_DRUG_ID
musinex,mucinex,d00797
mutazapine,mirtazapine,d04025
mutformin mcl,metformin,d03807
mutlivitamin,multivitamin,d03140
mutopriolel,metoprolol,d00134
mvco - fen dm,mucinex dm,d03400
mvi,multivitamin,d03140
mvi 1,multivitamin,d03140
mycalcium,mycalcium,d00598
mycardis,micardis,d04364
mycasdis,micardis,d04364
mycerdis,micardis,d04364
mycitracin,mycitracin,NO_DRUG_ID
mycobutin,mycobutin,d01097
mycordis,micardis,d04364
mydfrin (eyedrop),mydfrin,d04135
mydriacyl (eyedrop),mydriacyl,d01200
mylanta,mylanta,d03478
myocardis,unknown,d04364
myocardis hct,micardis hct,d04737
myocide,miochol-e,d01188
myriad study drug,unknown,NO_DRUG_ID
mysoline,mysoline,d00352
mysoluie,mysoline,d00352
mytussin,mytussin,d00797
mytussin ac,mytussin ac,d03393
n,unknown,NO_DRUG_ID
n/apap,acetaminophen,d00049
na,unknown,NO_DRUG_ID
nabmetone,nabumetone,d00310
nabumatome,nabumetone,d00310
nabumatone,nabumetone,d00310
nabume,nabumetone,d00310
nabumentone,nabumetone,d00310
nabumetome,nabumetone,d00310
nabumeton,nabumetone,d00310
nabumetona,nabumetone,d00310
nabumetone,nabumetone,d00310
nabumetone tab,nabumetone,d00310
nabumetone(teva),nabumetone,d00310
nabumetonme,nabumetone,d00310
nabumotone,nabumetone,d00310
nabuton,unknown,d00310
nad ola,nadolol,d00018
nadalol,nadolol,d00018
nadalor,nadolol,d00018
nadelol,nadolol,d00018
nadolo,nadolol,d00018
nadolol,nadolol,d00018
nadolot,nadolol,d00018
naftin ointment,naftin,d01277
nagumatone,nabumetone,d00310
nahco3,sodium bicarbonate,d00440
naispan,unknown,d00314
nalcion,naloxone,d00311
naldolol,nadolol,d00018
nalgesic,analgesic,d03297
nalporate/versus placebo,valproate,NO_DRUG_ID
naltrecone,naltrexone,d01406
naltrexone,naltrexone,d01406
naltrexone (ldn),unknown,d01406
namanda,namenda,d04899
name sda,unknown,NO_DRUG_ID
nameda,namenda,d04899
namenada,unknown,d04899
namend,namenda,d04899
namenda,namenda,d04899
namenda (memantine),memantine,d04899
namenda 1 2008,unknown,d04899
namenda3,namenda,d04899
namende,namenda,d04899
namendr,namenda,d04899
namendx,namenda,d04899
namenoa,unknown,d04899
namitide,namenda,d04899
namonda,namenda,d04899
namonoa,namenda,d04899
namrenda,namenda,d04899
namrnda,namenda,d04899
namunda,namenda,d04899
namwnda,namenda,d04899
nanoxin,lanoxin,d00210
napaxen,naproxen,d00019
naperson,naproxen,d00019
naphazoline,naphazoline,d04147
naphcon a,naphcon-a,d03520
naprelan,naprelan,d00019
naprepen,naproxen,d00019
naprofen,naproxen,d00019
napronex,unknown,d00019
napropen/inflammation,naproxen,d00019
naprosen,naproxen,d00019
naprosen sodium,naproxen sodium,d00019
naprosyn,naprosyn,d00019
naprosyn (rx),naprosyn,d00019
naproxan,naproxen,d00019
naproxen,naproxen,d00019
naproxen ec,naproxen ec,d00019
naproxen sodium,naproxen sodium,d00019
naproxin,naproxen,d00019
naproxpren,naproxen,d00019
naproxyn,naproxen,d00019
naprozen,naproxen,d00019
narco,narcotics,NO_DRUG_ID
narcoff,unknown,d03396
nardil,nardil,d00883
narmenda,unknown,d04899
narolil,naratriptan,d04285
narvac,narcan,d00311
narvasc,norvasc,d00689
nas0nex,unknown,NO_DRUG_ID
nasacer,nasacort,d04233
nasachron,nasalcrom,d04394
nasacort,nasacort,d04233
nasacort d/c 2007,nasacort,d04233
nasacort (nasal spray),nasacort,d04233
nasacort ag,nasacort aq,d04233
nasacort aq,nasacort aq,d04233
nasacort aq spray,nasacort aq,d04233
nasacort nasal spray,nasacort,d04233
nasacort qq,unknown,NO_DRUG_ID
nasacort spray,nasacort,d04233
nasacourt,nasacort,d04233
nasacourt-hq,nasacort,d04233
nasacovt,nasacort,d04233
nasal comfort,nasal comfort,NO_DRUG_ID
nasal nix,nasalcrom,d04394
nasal o2,nasal oxygen,NO_DRUG_ID
nasal saline,nasal saline,d04242
nasal saline sol,nasal saline solution,d04242
nasal spray,nasal spray,d04186
nasal spray chronic cough,unknown,NO_DRUG_ID
nasalcort,nasacort,d04233
nasalide,nasalide,d04279
nasaral,nasarel,d04279
nasarel,nasarel,d04279
nasarel (0.025 pct),nasarel,d04279
nasarel (nasal spray),nasarel,d04279
nasarel nasal spray,nasarel,d04279
nasarel nasal spray (0.025pct),nasarel,d04279
nasarel spray (0.025 pct),nasarel,d04279
nascobal (nasal spray,nascobal,d00413
nasenex,nasonex,d04223
naseril spray,nasarel spray,NO_DRUG_ID
nasix,lasix,d00070
nasmax,nasacort,d04233
nasocort,nasacort,d04233
nasocort agspray,nasacort aq spray,NO_DRUG_ID
nasocort inhaler,nasacort,d04233
nasocort spray,nasacort,d04233
nasonel,nasonex,d04223
nasonel spray,nasonex,d04223
nasonex,nasonex,d04223
nasonex inhaler,nasonex,d04223
nasonex nasal spray,nasonex nasal spray,d04223
nasonex nasel spray,nasonex nasal spray,d04223
nasonex spray,nasonex,d04223
nasoniex,nasonex,d04223
nasurt,nasacort,d04233
natenolol,atenolol,d00004
natrilix,unknown,d00260
nature thyroid,nature-throid,d00655
nauerla,aduhelm,d09759
navilbene,navelbine,d03810
navolin,novolin,NO_DRUG_ID
nawenda,namenda,d04899
naweuda,unknown,NO_DRUG_ID
naxium,nexium,d04749
naxonex,naproxen,d00019
naxopren,naproxen,d00019
nazcort,nasacort,d04233
nazonel spray,nasonex spray,NO_DRUG_ID
nbaproxen,naproxen,d00019
nctz,hydrochlorothiazide,d00253
ne vanac,nevanac,d05633
nebalizer,nebulizer,NO_DRUG_ID
nebulizer,unknown,NO_DRUG_ID
nebulizer (albuterol,albuterol,d00749
nebulizer-bumide,bumetanide,d00179
neecum,niacin,d00314
nefazodone,nefazodone,d03808
nefazodone hcl,nefazodone hydrochloride,d03808
nefedipine,nifedipine,d00051
nefidical xl,nifedical xl,d00051
nefidipine sa,nifedipine sa,NO_DRUG_ID
nekium,nexium,d04749
nelopurin 1,allopurinol,d00023
nemanda,namenda,d04899
nemantine,namenda,d04899
nemenda,namenda,d04899
nenbutrin,bupropion,d00181
nenrontin,unknown,NO_DRUG_ID
neo-polymyx,neomycin-polymyxin,NO_DRUG_ID
neo-synephrine,unknown,d00704
neoclarityn,neoclarityn,d04785
neomycin,neomycin,d00312
neoral,neoral,d00079
neostigmine,neostigmine,d00313
nepcuiu,unknown,NO_DRUG_ID
nephro caps cyp 162,nephrocaps,d03140
nephrobite,nephrocaps,d03140
nephrocaps,nephrocaps,d03140
nepium,unknown,d04749
neproxen,naproxen,d00019
nepum,unknown,NO_DRUG_ID
nerapamil,verapamil,d00048
nerontin,unknown,d03182
nerontn,neurontin,d03182
nerurontin,neurontin,d03182
nerve pill,unknown,NO_DRUG_ID
nervontin,neurontin,d03182
nesonex,nasonex,d04223
nestusis,unknown,NO_DRUG_ID
netfirnub,unknown,NO_DRUG_ID
netformin,metformin,d03807
nethrocaps,nephrocaps,d03140
neupogen,neupogen,d00512
neupro,neupro,d05848
neupro 6mg 24 patch,neupro,d05848
neupro patch,neupro patch,NO_DRUG_ID
neurantin,neurontin,d03182
neuratin,neurontin,d03182
neurinfin,neurontin,d03182
neurnliu,neurontin,d03182
neuro optimizer,neuro optimizer,s10094
neurontin,neurontin,d03182
neurontin/gabapentin,gabapentin,d03182
neurontn,neurontin,d03182
neurontrin,neurontin,d03182
neurothin,neurontin,d03182
