raw_drug,drug_id
triamternel,d00396
triamternen,d00396
triamterone,d00396
triamtirene,d00396
triamtirene/hctz,d03052
triamtirine,d00396
triamtoerene,d00396
triamtrene,d00396
triansterene,d00396
trianterence,d00396
trianterene,d00396
trianterene 37.5/hctz 25,d03052
trianterene 37.5/hctz 25 (disc,d03052
trianterene hctz,d03052
trianterenex,xxxxxx
triateran hctz,d03052
triaterene,d00396
triazadone,xxxxxx
triazolain,d00397
triazolam,d00397
triazolam 0.25,d00397
tricol,d04286
tricon,d03141
tricor,d04286
tricore,d04286
tricox,xxxxxx
triglide,d04286
trihexiphenidyl,d00970
trihexyphenidyl,d00970
trilafon,d00855
trileptal,d04513
trileptol,d04513
trilisate,d03651
trilosate,d03651
trimaterene,d00396
trimeterine,d00396
trimethobenz,d00862
trimethoprim,d00123
trimox,d00088
trimterene,d00396
trinessa,d03781
tripelennamine,d00781
trixaicin cream,d01321
trixaphyne,d00970
triyaicin,d01321
"troa,etereme/hctz",d03052
"troa,tereme",d00396
"troa,tereme/hctz",d03052
troprol - xl,d00134
troprol xl,d00134
trosopt,d03805
trosp[t,d03805
trospium chloride,d04929
trusop,d03805
trusopt,d03805
trusopt .02,d03805
trusopt 2,d03805
trusopt 2 percent,d03805
trusopt eye drops,d03805
trusopt eye gtts,d03805
trusopt gtts,d03805
trusopt gtts od,d03805
trusopt oph drops,d03805
trusopt ophthalmic drops,d03805
trusopt opthalmic drops,d03805
ttoprol xl,d00134
tul #3,d03423
tumeric,s10001
turbo-cort inhaler,r10036
turmeric,s10001
tussin dm,d03400
tykerb,d06672
tyl #3,d03423
tylend,d00049
tylenol,d00049
tylenol # 3,d03423
tylenol #3,d03423
tylenol + codeine,d03423
tylenol 2,d03423
tylenol 3,d03423
tylenol 3 w codeine,d03423
tylenol apap,d00049
tylenol codein,d03423
tylenol codeine,d03423
tylenol es,d00049
tylenol extra strength,d00049
tylenol pm,d03445
tylenol w codeine,d03423
tylenol w/ cod,d03423
tylenol w/ codeine,d03423
tylenol w/codeine,d03423
tylenol w/codeine # 3,d03423
tylenol with codeine,d03423
tylenol with codeine #3,d03423
tylenol with codeine 300/30,d03423
tylenol with codiene,d03423
tylenol with condine,d03423
tylenol-codeine,d03423
tylenol-codeine #3,d03423
tylenol/codiene#3,d03423
tylenole codeine,d03423
tylnol,d00049
uicodin,d03428
uloxatrol,d04797
ultra lactate,d03897
ultracet,d04766
ultracet 2 tabs,xxxxxx
ultracit,d04766
ultram,d03826
ultram 4 pills,d03826
ultram er,d03826
ultrase,d01002
ultravate ointment,d01298
umecta,d00651
unicap sr,d03145
uniphyl,d00142
uniphyll,d00142
unirectic,d04141
uniretic,d04141
unisom,d03154
unithroid,d00278
univasc,d03835
univase,d03835
unknown,xxxxxx
unoxatral,d04797
ur sodiol,d01005
uraxatol,d04797
uraxatral,d04797
urea cream,d00651
urealac,d00651
urecholine,d01427
urelle,d08274
uricit-k,d01423
urobiotic-250,d03510
urocit,d01423
urocit k,d01423
urocit k (meg),d01423
urocit- kio,d01423
urocit-k,d01423
urocit-k 10,xxxxxx
urolene blue,d01128
urosodial,d01005
uroxal,d04797
uroxathrol,d04797
uroxatol,d04797
uroxatr0l,d04797
uroxatral,d04797
uroxatreol,d04797
uroxatro,d04797
uroxatrol,d04797
uroxatrol (a.block),d04797
urso,d01005
ursodiol,d01005
uylorin,d05348
uytorin,d05348
vagifam,d04210
vagifem,d04210
vagifem - discontinued,d04210
vagifem tab,d04210
vagifem tabs,d04210
vagifen,d04210
vaginafin,d04210
vaginal premarin,xxxxxx
vagistat,d01235
vagitem,d04210
valium,d00148
vallrex,d03838
valporic acid,d00083
valpraic acid,d00083
valproate,d00083
valproic  acid,d00083
valproic acid,d00083
valproic acid 250mg/5ml,d00083
valsartam,d04113
valsartan,d04113
valsartan/hct 160/25,d04113
valsartar,d04113
valsartin,d04113
valsartun,d04113
valsatian,d04113
valsatran,d04113
valssartan,d04113
valsurtan,d04113
valtrax,d03838
valtrex,d03838
vantas,d00575
varapamil,d00048
varapemil,d00048
vardenafil,d04893
vardenafil hcl,d04893
vardenifil,d04893
vasatec,d00013
vascor,d00688
vasoretic,d00013
vasotec,d00013
vasotek,d00013
vasotex,d00013
vastec,d00013
vegetable laxative,d01018
velafexine hcl,d03181
venafaxine,d03181
venastat,d04813
veniafaxine,d03181
venlafaxin hydrochloride,d03181
venlafaxine,d03181
venlafaxine hcl,d03181
venlafaxine xr,d03181
venlafoxine,d03181
venlataxine,d03181
venlataxinex,d03181
venofer,d04725
ventatcare,xxxxxx
ventolin,d00749
ventolin hfa,d00749
ventolin inhaler,d00749
veralan,d00048
veramyst 2 sprays,d04283
verapainl,d00048
verapamiel sr,d00048
verapamil,d00048
verapamil cr,d00048
verapamil er,d00048
verapamil hci,d00048
verapamil hcl,d00048
verapamil hcl er,d00048
verapamil hcl sr,d00048
verapamil sa,d00048
verapamil sl,d00048
verapamil sr,d00048
verapamil xr,d00048
verapamil-sa,d00048
verapamiler,d00048
verapamilmed,d00048
verapanil,d00048
verapanil hcl,d00048
veraparil sa,d00048
veraparmil,d00048
veraparnil,d00048
verapermil,d00048
verapimil,d00048
verapomil,d00048
verapramil,d00048
veraprimil,d00048
veraprinil,d00048
verdenafil,d04893
verelan,d00048
verelan cr,d00048
verelan pm,d00048
verelan-sr,d00048
verelon,d00048
vernapamil,d00048
veropamil,d00048
veropamil er,d00048
verpamail,d00048
verpamil,d00048
vesapanil,d00048
vesecare,d05413
vesi care,d05413
vesicane,d05413
vesicar,d05413
vesicare,d05413
vesicare tab,d05413
vesicare tabs,d05413
vesicave,d05413
vesicay,d05413
vesicore,d05413
vesocara,xxxxxx
vesocare,d05413
vesticare,d05413
vgtorin,d05348
viactin,d03145
viactiv,d03145
viagara,d04299
viagia,d04299
viagna,d04299
viagra,d04299
viagra pr,d04299
viatrion,d05348
vicoden,d03428
vicodene,d03428
vicodim es,d03428
vicodin,d03428
vicodin 10/325,d03428
vicodin 5/500,d03428
vicodin 500/7.5,d03428
vicodin 8am,d03428
vicodin acetaminophen,d03428
vicodin es,d03428
vicodin hydrocodone,d03428
vicodm,d03428
vicortin,d05348
vigamox,d04860
vigamox (eyedrop),d04860
vigamox 0.5; soln,d04860
vilodin,xxxxxx
vioamox,d04860
viokase,d01002
viokase 16,d01002
vioxx,d04433
virelle patch,d00537
viroptic eye drops,d01215
visicare,d05413
visicol,d04160
vistaril,d00907
vit & 400,d03140
vit b 12,d00413
vit b complex,d03140
vit b12,d00413
vit b12 im,d00413
vit b12 inj,d00413
vit b12 injection,d00413
vit b12 injections,d00413
vit b12 unjection,d00413
vit c,d00426
vit d,d03128
vit e,d00405
vit. b12 shot,d00413
vitale dot,d00537
vitamin b,d03140
vitamin b 12,d00413
vitamin b 12 (injection),xxxxxx
vitamin b 12 im,d00413
vitamin b 12 injections,d00413
vitamin b complex,d03140
vitamin b-12 im,d00413
vitamin b1,d03130
vitamin b12,d00413
vitamin b12 (shot),d00413
vitamin b12 inj.,d00413
vitamin b12 injection,d00413
vitamin b12 injections,d00413
vitamin b12- injection,d00413
vitamin b6,d00412
vitamin c,d00426
vitamin d,d03128
vitamin e,d00405
vitamine e,d00405
vitamins,d03140
viteyes,d03145
vitmain b12 shot,d00413
vitorin,d05348
vitorin 10/20,d05348
vitorin 10/40,d05348
vityron,d03946
vivactil,d00875
vivelle,d00537
vivelle dot,d00537
vivelle dot patch  0.075 mg,d00537
vivelle patch,d00537
vivelle-dot dis,d00537
vivelledol,d00537
viville dot,d00537
voltaren,d00848
voltaren (eye drops),d00848
voltaren-xr,d00848
voltarin,d00848
voltarn,d00848
volteran,d00848
volteren,d00848
volteren (eyedrop),d00848
voltern,d00848
volturen,d00848
vospire er,d00749
votaren,d00848
vyforin,d05348
vyotrin,d05348
vytarix,d05348
vytor,d05348
vytori,d04303
vytoria,d05348
vytorim,d05348
vytorin,d05348
vytorin + glaucoma eye drops,d05348
vytorin 10,d05348
vytorin 10 20,d05348
vytorin 10 40,d05348
vytorin 10 80,d05348
vytorin 10/20,d05348
vytorin 10/20 m/s,d05348
vytorin 10/40,d05348
vytorin 10/80,d05348
vytorin(10/20),d05348
vytorin(10/20mg),d05348
vytorin(10/30mg),d05348
vytorin(10/40mg),d05348
vytorin(10/80mg),d05348
vytorin-zetia,d05348
vytorin/simvastatin 10/40,d05348
vytorn,d05348
vytroin,d05348
vytroine,d05348
wafarin,d00022
wal four (phenylephrine)(1pct),d04186
wamenda,d04899
wanfarin,d00022
warafin,d00022
wardarin,d00022
warfain,d00022
warfain sodium,d00022
warfan sodium,d00022
warfaren,d00022
warfarin,d00022
warfarin (blood thinner) adjus,xxxxxx
"warfarin (coumadin, jantoven)",d00045
warfarin 2.5-0.5,d00022
warfarin 2.5-5,d00022
warfarin 4-5,d00022
warfarin 7.5,d00022
warfarin sod,d00022
warfarin sodium,d00022
warfarm sodium,d00022
warfarn,d00022
warfin,d00022
warfrain,d00022
warfrin,d00022
warfrin (not permanent),d00022
warifin,d00022
warifin (coumadin),d00022
wartorm,d00022
water pill,xxxxxx
wayfarin,d00022
waymorin,d00022
we;;bitrom,d00181
wechol,d04695
weelbutrin xl,d00181
wel chol,d04695
wel-chol,d04695
welbuthrin,d00181
welbutrin,d00181
welbutrin sr,d00181
welbutrin xl,d00181
welchol,d04695
welcol,d04695
wellabutrin,xxxxxx
wellbitrim,d00181
wellbrutin xl,d00181
wellbudrin,d00181
wellbudrin sr,d00181
wellbulrew,d00181
wellburtin,d00181
wellburtin sr,d00181
wellburtrin,d00181
wellbut,d00181
wellbuten,d00181
wellbutin,d00181
wellbutin sr,d00181
wellbutin xl,d00181
wellbuton,d00181
wellbutrim,d00181
wellbutrin,d00181
wellbutrin  xl,d00181
wellbutrin er,d00181
wellbutrin sr,d00181
wellbutrin x2,d00181
wellbutrin xl,d00181
wellbutrin-sr,d00181
wellbutrin-xl,d00181
wellbutrinsr,d00181
wellbutrinxl,d00181
wellchol,d04695
willbutrin,d00181
wolfrm,xxxxxx
woxatral,xxxxxx
xa;atam,d04017
xalahan,d04017
xalair,d04881
xalairtan,d04017
xalalan,d04017
xalalin,d04017
xalanta,d04017
xalantan,d04017
xalantan (0.005 pct),d04017
xalantan 2.5%,d04017
xalantan drops,d04017
xalantan o.u.,d04017
xalanthan opth,d04017
xalantin,d04017
xalantin drops,d04017
xalantin eye gtts,d04017
xalanton,d04017
xalata,d04017
xalatan,d04017
xalatan (0.005 pct drop),d04017
xalatan (0.005 pct eyedrop),d04017
xalatan (0.005 pct),d04017
xalatan (drops),d04017
xalatan (eye drop),d04017
xalatan (eye drops),d04017
xalatan (eyedrop),d04017
xalatan (eyedrops),d04017
xalatan (r eye),d04017
xalatan .0005 percent,d04017
xalatan .005,xxxxxx
xalatan 0.005,d04017
xalatan 0.005 per cent,d04017
xalatan 0.005 percent,d04017
xalatan 0.5,d04017
xalatan 005,d04017
xalatan drops,d04017
xalatan eye drop,d04017
xalatan eye drops,d04017
xalatan eye drops 0.005,d04017
xalatan eye gtts ou,d04017
xalatan eye qtts.,d04017
xalatan eyedrops,d04017
xalatan ghs,d04017
xalatan gtts,d04017
xalatan gtts od,d04017
xalatan gtts.,d04017
xalatan med,d04017
xalatan od,d04017
xalatan oph soln,d04017
xalatan ophthamic drops,d04017
xalatan opt,d04017
xalatan opth,d04017
xalatan opth soln,d04017
xalatan opthalmic,d04017
xalatan opthalmic solution,d04017
xalatan optic solution,d04017
xalatan ou,d04017
xalatan qtts,d04017
xalatan: eye qtts,d04017
xalatane eye,d04017
xalatar,d04017
xalatex (eye drops),d04017
xalatin,d04017
xalatin hg,d04017
xalatin opth,d04017
xalatin ou,d04017
xalatn,d04017
xalaton,d04017
xalaton drop,d04017
xalaton opthalmic drops,d04017
xalatoun,d04017
xalatun,d04017
xaletan eyedrops,d04017
xaliproden,s10133
xalotan,d04017
xaltan eye drops,xxxxxx
xaltan opthalmic drops,d04017
xalutan,d04017
xamax,d00168
xanas,d00168
xanatal,d04017
xanax,d00168
xanax -xr,d00168
xanax 0.25,d00168
xanax er,d00168
xanax hundreths,d00168
xanax sr,d00168
xanax xr,d00168
xanex,d00168
xanox 0.5,d00168
xantax,d00168
xaxax,d00168
xeloda,d04311
xenical,d04429
xenopres,xxxxxx
xerac ac 6.25 percent,d01322
xibrom,d05518
xiroxatrol er,d04797
xivrom oph drops,d05518
xlantan,d04017
xlatan,d04017
xopenex,d04427
xopenex inhaler,d04427
xopenex multi dose inhaler,d04427
xopenix,d04427
xopernox,d04427
xylocaine patch,d00683
xyrem,d04806
xyzal,d05851
yasmin,xxxxxx
yazmin (birth control),xxxxxx
ytorin,d05348
zabafkex,xxxxxx
zaditor,d04441
zalatan,d04017
zaleplon,d04452
zanacs,d00168
zanaflex,d04102
zanax,d00168
zantac,d00021
zantac 150,d00234
zantac 75,d00021
zaroxolyn,d00299
zaroxolyn 2.5,d00299
zaroxylin,d00299
zaroxylyn,d00299
zastril,d00732
zebeta,d00709
zebutal capsule,d03455
zectril,d00732
zedia,d04824
zefia,d04824
zegerid,d05770
zeita,d04824
zelapar,d00976
zelapar 1.25,d00976
zelnor,d04798
zelnorm,d04798
zemplair,d04312
zemplar,d04312
zemplas,d04312
zentac,d00021
zertec,d03827
zertec d,d04764
zertex,d03827
zesteric,d03266
zesterotic,d03266
zestoretic,d03266
zestoretic  20/25,d03266
zestoretic 20 12.5,d03266
zestretic,d03266
zestril,d00732
zestril - lisinopril,d00732
zeta,d04824
zetia,d04824
zetia tab,d04824
zetia/ezetimibe,d04824
zetic,d04824
zetid,d04824
zetin,d04824
zetis,d04824
zetla,d04824
zetra,d00148
zettia,d04824
ziac,d03744
ziac 2.5 6.25,d03744
ziagen,d04376
ziata,d04824
zieda,d04824
zieia,d04824
zieta,d04824
zinc,d03192
zinc oxide ointment,d03192
zinc sulfate,d04057
zipitor,d04105
zithromax,d00091
znp bar pyrithione 2%,d01263
zocar,d00746
zocol,d00746
zocon,d00746
zocoor,d00746
zocor,d00746
zocor am only,d00746
zocor(simvastatin),d00746
zocor/simvastin,d00746
zocor/simvastitatin,d00746
zocos,d00746
zocox,d00746
zofran,d00867
zoladex,d01354
zoladex im,d01354
zolaft,d00880
zoledronic acid,d04708
zolmitriptan,d04253
zolodex inj,d01354
zolof,d00880
zoloff,d00880
zolofrt,d00880
zoloft,d00880
zoloft (generic),d00880
zoloft 50,d00880
zolofy,d00880
zolor,d00746
zolpidem,d00910
zolpidem tartrate,d00910
zolpiden,d00910
zolpiden tartrate,d00910
zolpiderm tartrate,d00910
zomata infusion,d04708
zometa,d04708
zometa infusion,d04708
zomig,d04253
zonalan,d03774
zone gran,d04527
zonegra,d04527
zonegran,d04527
zonigram,d04527
zontac,d00021
zoratadine,d03050
zostavax,d05813
zostrix-hp,d01321
zotia,d04824
zovirax,d00001
zovirax 5 percent,xxxxxx
zovirax oint,d03201
zpyrexa,d04050
zuditor,d04441
zurtec,xxxxxx
zyedia,d04824
zyflamend,s10073
zyflo,d04103
zyktec,d03827
zylet,d05425
zyloprim,d00023
zymar,d04857
zyoerxa,d04050
zypexa,d04050
zyprexa,d04050
zyprexia,d04050
zyretec,d03827
zyrexa,d04050
zyrotec,d03827
zyrte,d03827
zyrtec,d03827
zyrtec (cetirizine),d03827
zyrtec d,d04764
zyrtec d 12,d04764
zyrtec syrup,d03827
zyrtec-d,d04764
zyrtex,d03827
zyrtex d,d04764
zytec,d03827
zytrec,d03827
